sequence,case_id,title,activity,created_at,updated_at,actor
2845,262,Henstock-Kurzweil Integral of The Approachable Function,Full Paper Progress 1 was Changed to <b>Revised</b>,2022-12-06 14:18:39,2022-12-06 14:18:39,Reviewer 1
2846,244, Time Series Forecasting of Crude Oil Price based on HighOrder Fuzzy Logical Relationship,Full Paper Progress 1 was Changed to <b>Revised</b>,2022-12-06 14:19:54,2022-12-06 14:19:54,Reviewer 1
2847,282,Turbulence Motion Detector Design for Study of Atmospheric Anomaly Identification as Natural Disaster Mitigation,Full Paper was uploaded,2022-12-07 09:49:55,2022-12-07 09:49:55,Administrator
2848,242,USABILITY TESTING OF EVALUATION AND DESIGN ON DANA AND OVO APPLICATIONS,Full Paper was uploaded,2022-12-07 10:44:20,2022-12-07 10:44:20,Administrator
2849,242,USABILITY TESTING OF EVALUATION AND DESIGN ON DANA AND OVO APPLICATIONS,Plagiarism was uploaded,2022-12-07 10:47:54,2022-12-07 10:47:54,Administrator
2850,302,"Effect of Variations of Time, pH, And NaCl Concentration on Aspirin Removal with Electrocoagulation Process",Full Paper was uploaded,2022-12-11 20:49:09,2022-12-11 20:49:09,Administrator
2851,247,On Edge Irregular Total k-Labeling of Sierpinski Star Graph,Full Paper Progress 1 was Changed to <b>Revised</b>,2022-12-11 20:57:58,2022-12-11 20:57:58,Reviewer 1
2852,228,Chance-constrained Programming Approach for Optimizing the Performance of Domestic Wastewater Stabilization Ponds Under Uncertainty and Chance-based Policy: The Static Case,Full Paper Progress 1 was Changed to <b>Revised</b>,2022-12-11 20:59:19,2022-12-11 20:59:19,Reviewer 1
2853,307,Weighting Criteria Using Triangular Fuzzy Analytical Hierarchy Process (TF-AHP) Method with Modified Fuzzy Synthetic Extent,Full Paper Progress 1 was Changed to <b>Revised</b>,2022-12-11 21:00:05,2022-12-11 21:00:05,Reviewer 1
2854,311,Simulations of a Dynamical Portfolio Consist of Stocks and Options for Investment during the COVID-19 pandemic,Full Paper Progress 1 was Changed to <b>Revised</b>,2022-12-11 21:55:45,2022-12-11 21:55:45,Reviewer 1
2855,298,THE CORROSION BEHAVIOUR BINARY Ti-Zr-ALLOY FOR BIO MATERIALS  IMPLANTS  IN SIMULATION BODY FLUID RINGER LACTATE  SOLUTION BY ELECTROCHEMICALMETHODS,Full Paper Progress 1 was Changed to <b>Revised</b>,2022-12-15 07:17:28,2022-12-15 07:17:28,Reviewer 1
2856,302,"Effect of Variations of Time, pH, And NaCl Concentration on Aspirin Removal with Electrocoagulation Process",Full Paper Progress 1 was Changed to <b>Revised</b>,2022-12-16 12:39:15,2022-12-16 12:39:15,Reviewer 1
2857,275,Synthesis of Membrane from Styrofoam Waste with TiO2 Filler and its Application as a Proton Exchange  Membrane Fuel Cell,Full Paper Progress 1 was Changed to <b>Revised</b>,2022-12-18 20:47:55,2022-12-18 20:47:55,Reviewer 1
2858,273,Effect of Silica Precursors on The Synthesis of Silica-Alumina Catalysts for Hydrocracking Reactions,Full Paper was uploaded,2022-12-21 13:26:10,2022-12-21 13:26:10,Administrator
2859,234,Effect of Activated Carbon and Lithium Titanate Ratio on Electrochemical Performance of Lithium Ion Battery Anodes,Full Paper Progress 1 was Changed to <b>Revised</b>,2022-12-22 09:16:21,2022-12-22 09:16:21,Administrator
2860,234,Effect of Activated Carbon and Lithium Titanate Ratio on Electrochemical Performance of Lithium Ion Battery Anodes,Full Paper Progress 2 was Changed to <b>Revised</b>,2022-12-22 09:16:21,2022-12-22 09:16:21,Administrator
2861,302,"Effect of Variations of Time, pH, And NaCl Concentration on Aspirin Removal with Electrocoagulation Process",Full Paper Progress 2 was Changed to <b>Revised</b>,2022-12-22 14:45:42,2022-12-22 14:45:42,Reviewer 2
2862,298,THE CORROSION BEHAVIOUR BINARY Ti-Zr-ALLOY FOR BIO MATERIALS  IMPLANTS  IN SIMULATION BODY FLUID RINGER LACTATE  SOLUTION BY ELECTROCHEMICALMETHODS,Full Paper Progress 2 was Changed to <b>Revised</b>,2022-12-22 14:46:15,2022-12-22 14:46:15,Reviewer 2
2863,275,Synthesis of Membrane from Styrofoam Waste with TiO2 Filler and its Application as a Proton Exchange  Membrane Fuel Cell,Full Paper Progress 2 was Changed to <b>Revised</b>,2022-12-22 14:46:34,2022-12-22 14:46:34,Reviewer 2
2864,209,The effect of aging time on xerogel silica-peg6000 from geothermal waste for methylene blue adsorption,Full Paper Progress 1 was Changed to <b>Revised</b>,2022-12-22 15:49:32,2022-12-22 15:49:32,Reviewer 1
2865,209,The effect of aging time on xerogel silica-peg6000 from geothermal waste for methylene blue adsorption,Full Paper Progress 2 was Changed to <b>Revised</b>,2022-12-22 15:49:32,2022-12-22 15:49:32,Reviewer 2
2866,273,Effect of Silica Precursors on The Synthesis of Silica-Alumina Catalysts for Hydrocracking Reactions,Full Paper Progress 1 was Changed to <b>Revised</b>,2022-12-22 15:58:03,2022-12-22 15:58:03,Reviewer 1
2867,273,Effect of Silica Precursors on The Synthesis of Silica-Alumina Catalysts for Hydrocracking Reactions,Full Paper Progress 2 was Changed to <b>Revised</b>,2022-12-22 15:58:03,2022-12-22 15:58:03,Reviewer 2
2868,286,Chi-Square Feature Selection and Multinomial Naïve Bayes Algorithm for Tokopedia Customer Satisfaction Sentiment Analysis,Full Paper Progress 1 was Changed to <b>Passed</b>,2022-12-25 17:28:03,2022-12-25 17:28:03,Reviewer 1
2869,264,The Application of Gaussian Copula Regression For Exploring The Effect of weather to Covid-19 in Jakarta,Full Paper Progress 1 was Changed to <b>Passed</b>,2022-12-25 17:29:22,2022-12-25 17:29:22,Reviewer 1
2870,234,Effect,Revised Full Paper was uploaded,2022-12-31 13:46:25,2022-12-31 13:46:25,Wulan Sari
2871,234,Effect,Revised 2 Full Paper was uploaded,2022-12-31 13:46:50,2022-12-31 13:46:50,Wulan Sari
2872,259,Energy Harvesting Stacked System-Coupled Multiple Yeast Microbial Fuel Cells for Enhanced Power Density,Full Paper Progress 1 was Changed to <b>Revised</b>,2023-01-02 13:57:23,2023-01-02 13:57:23,Reviewer 1
2873,259,Energy Harvesting Stacked System-Coupled Multiple Yeast Microbial Fuel Cells for Enhanced Power Density,Full Paper Progress 2 was Changed to <b>Revised</b>,2023-01-02 13:58:34,2023-01-02 13:58:34,Reviewer 2
2874,234,Effect of Activated Carbon and Lithium Titanate Ratio on Electrochemical Performance of Lithium Ion Battery Anodes,Full Paper Progress 1 was Changed to <b>Revised</b>,2023-01-02 14:40:22,2023-01-02 14:40:22,Administrator
2875,234,Effect of Activated Carbon and Lithium Titanate Ratio on Electrochemical Performance of Lithium Ion Battery Anodes,Full Paper Progress 2 was Changed to <b>Revised</b>,2023-01-02 14:40:22,2023-01-02 14:40:22,Administrator
2876,259,Energy,Revised Full Paper was uploaded,2023-01-02 20:24:28,2023-01-02 20:24:28,Marcelinus Christwardana
2877,209,The,Revised Full Paper was uploaded,2023-01-03 11:13:48,2023-01-03 11:13:48,Pardoyo
2878,209,The,Revised 2 Full Paper was uploaded,2023-01-03 11:28:05,2023-01-03 11:28:05,Pardoyo
2879,308,Fuzzy Time Series-Markov Chain Forecasting with Particle Swarm Optimization Algorithm,Full Paper Progress 1 was Changed to <b>Revised</b>,2023-01-06 18:43:18,2023-01-06 18:43:18,Reviewer 1
2880,230,Identification of SARS-CoV-2 B-cell Epitope with Fuzzy Decision Tree Model ,Full Paper Progress 1 was Changed to <b>Revised</b>,2023-01-06 18:45:20,2023-01-06 18:45:20,Reviewer 1
2881,235,Bonferoni Mean Based Fuzzy K-Nearest Neighbours for Classification with Dimensional Reduction in Multiclass Data,Full Paper Progress 1 was Changed to <b>Revised</b>,2023-01-06 18:46:14,2023-01-06 18:46:14,Reviewer 1
2882,309,A Classification Model With Fuzzy Logic Approach In Predicting Netflix Stock Price Using Exponential Regression,Full Paper Progress 1 was Changed to <b>Revised</b>,2023-01-06 18:48:43,2023-01-06 18:48:43,Reviewer 1
2883,263,Controllability of The Nonlinear Smoking Model ,Full Paper Progress 1 was Changed to <b>Revised</b>,2023-01-06 18:49:18,2023-01-06 18:49:18,Reviewer 1
2884,236,Analysis of Breast Cancer Proteomes by Using Fuzzy Clustering by Local Approximation of Membership with Kernel PCA,Full Paper Progress 1 was Changed to <b>Revised</b>,2023-01-06 18:50:06,2023-01-06 18:50:06,Reviewer 1
2885,222,Phylogenetic and Full-length Genome Mutation Analysis of SARS-CoV-2 in COVID-19 Samples from Intibios Lab in Semarang ,Full Paper Progress 1 was Changed to <b>Revised</b>,2023-01-07 15:01:59,2023-01-07 15:01:59,Administrator
2886,222,Phylogenetic and Full-length Genome Mutation Analysis of SARS-CoV-2 in COVID-19 Samples from Intibios Lab in Semarang ,Full Paper Progress 2 was Changed to <b>Revised</b>,2023-01-07 15:01:59,2023-01-07 15:01:59,Administrator
2887,298,THE,Revised Full Paper was uploaded,2023-01-14 07:08:55,2023-01-14 07:08:55,Djoko Hadi Prajitno
2888,302,"Effect of Variations of Time, pH, And NaCl Concentration on Aspirin Removal with Electrocoagulation Process",Revised Full Paper was uploaded,2023-01-14 13:54:31,2023-01-14 13:54:31,Damar Nurwahyu Bima.
2889,285,Integration of Six Sigma and Association Rule for Customer Complaint Provider by.U on Google Play Store Site,Full Paper Progress 1 was Changed to <b>Revised</b>,2023-01-15 23:47:39,2023-01-15 23:47:39,Reviewer 1
2890,247,On,Revised Full Paper was uploaded,2023-01-23 23:04:59,2023-01-23 23:04:59,Deasynanda Rahma Setiandini
2891,247,On Edge Irregular Total k-Labeling of Sierpinski Star Graph,Full Paper Progress 1 was Changed to <b>Revised</b>,2023-01-24 15:34:25,2023-01-24 15:34:25,Administrator
2892,247,On Edge Irregular Total k-Labeling of Sierpinski Star Graph,Full Paper Progress 2 was Changed to <b>Process</b>,2023-01-24 15:34:25,2023-01-24 15:34:25,Administrator
2893,311,Simulations of a Dynamical Portfolio Consist of Stocks and Options for Investment during the COVID-19 pandemic,Full Paper Progress 2 was Changed to <b>Revised</b>,2023-01-24 15:45:16,2023-01-24 15:45:16,Reviewer 2
2894,213,The Effect of Packaging Materials on The Quality of Salak Pondoh (Salacca Zalacca (Gaertn.) Voss),Full Paper Progress 1 was Changed to <b>Revised</b>,2023-01-24 16:00:22,2023-01-24 16:00:22,Administrator
2895,212,Application of Plant Growth Regulator (PGR) and Vitamin B1 on Root and Leave Tissue Growth of Rhizophora mucronata Lamk.,Full Paper Progress 1 was Changed to <b>Revised</b>,2023-01-24 16:01:51,2023-01-24 16:01:51,Administrator
2896,212,Application of Plant Growth Regulator (PGR) and Vitamin B1 on Root and Leave Tissue Growth of Rhizophora mucronata Lamk.,Full Paper Progress 2 was Changed to <b>Revised</b>,2023-01-24 16:01:51,2023-01-24 16:01:51,Administrator
2897,224,"Antibacterial Activity of Patchouli Oil (Pogostemon cablin Benth.), Clove Oil (Syzygium aromaticum), and Lemongrass Oil (Cymbopogon citratus) Against Escherichia coli and Bacillus subtilis",Full Paper Progress 1 was Changed to <b>Revised</b>,2023-01-24 22:51:48,2023-01-24 22:51:48,Reviewer 1
2898,241,"Plant Diversity in Mount Tujuh Forest, Kerinci Seblat National Park and Its Conservation Efforts",Full Paper Progress 1 was Changed to <b>Revised</b>,2023-01-24 22:55:17,2023-01-24 22:55:17,Administrator
2899,241,"Plant Diversity in Mount Tujuh Forest, Kerinci Seblat National Park and Its Conservation Efforts",Full Paper Progress 2 was Changed to <b>Revised</b>,2023-01-24 22:55:17,2023-01-24 22:55:17,Administrator
2900,225,Growth Rate and Molecular Identification of two Chlorella sp. from Balai Besar Perikanan Budidaya Air Payau (BBPBAP) Jepara,Full Paper Progress 1 was Changed to <b>Revised</b>,2023-01-24 23:04:33,2023-01-24 23:04:33,Reviewer 1
2901,263,Controllability,Revised Full Paper was uploaded,2023-01-26 11:01:56,2023-01-26 11:01:56,R. Heru Tjahjana
2902,243,"Molecular Characterization Of The rbcL Gene Encoding The Protein RuBisCO, In Silico Analysis And Proximate Analysis In Potato (Solanum tuberosum L.) Exposed To Frost In The Dieng Mountains",Full Paper Progress 1 was Changed to <b>Revised</b>,2023-01-30 08:54:56,2023-01-30 08:54:56,Reviewer 1
2903,243,"Molecular Characterization Of The rbcL Gene Encoding The Protein RuBisCO, In Silico Analysis And Proximate Analysis In Potato (Solanum tuberosum L.) Exposed To Frost In The Dieng Mountains",Full Paper Progress 1 was Changed to <b>Passed</b>,2023-01-30 08:57:10,2023-01-30 08:57:10,Reviewer 1
2904,243,"Molecular Characterization Of The rbcL Gene Encoding The Protein RuBisCO, In Silico Analysis And Proximate Analysis In Potato (Solanum tuberosum L.) Exposed To Frost In The Dieng Mountains",Full Paper Progress 1 was Changed to <b>Revised</b>,2023-01-30 09:33:13,2023-01-30 09:33:13,Administrator
2905,229,Impact of Growth Location on The Differentiation of Environment Drivers of Tannin Accumulation In Avicennia Marina,Full Paper Progress 1 was Changed to <b>Revised</b>,2023-01-30 09:42:09,2023-01-30 09:42:09,Administrator
2906,212,Application,Revised Full Paper was uploaded,2023-01-30 14:28:32,2023-01-30 14:28:32,Erma Prihastanti
2907,212,Application,Revised 2 Full Paper was uploaded,2023-01-30 21:05:40,2023-01-30 21:05:40,Erma Prihastanti
2908,222,Phylogenetic,Revised Full Paper was uploaded,2023-01-30 21:23:34,2023-01-30 21:23:34,Azalia Puspa Herida
2909,226,Report on Possible Contaminant Microbes on Chlorophyceae Cultures using TufA Marker Gene,Full Paper Progress 1 was Changed to <b>Revised</b>,2023-01-31 23:42:53,2023-01-31 23:42:53,Reviewer 1
2910,235,Bonferoni,Revised Full Paper was uploaded,2023-02-02 14:16:31,2023-02-02 14:16:31,Bibit Waluyo Aji
2911,230,Identification,Revised Full Paper was uploaded,2023-02-02 14:20:16,2023-02-02 14:20:16,Bibit Waluyo Aji
2912,213,The,Revised Full Paper was uploaded,2023-02-02 19:39:18,2023-02-02 19:39:18,Erma Prihastanti
2913,213,The,Revised 2 Full Paper was uploaded,2023-02-02 19:40:42,2023-02-02 19:40:42,Erma Prihastanti
2914,236,Analysis,Revised Full Paper was uploaded,2023-02-02 21:32:13,2023-02-02 21:32:13,Bibit Waluyo Aji
2915,243,Molecular,Abstract revision was uploaded,2023-02-03 02:18:24,2023-02-03 02:18:24,Garinda Linggar Nasansia
2916,243,Molecular,Revised Full Paper was uploaded,2023-02-06 12:10:45,2023-02-06 12:10:45,Garinda Linggar Nasansia
2917,273,Effect,Revised Full Paper was uploaded,2023-02-15 18:06:04,2023-02-15 18:06:04,Sriatun
2918,273,Effect of Silica Precursors on The Synthesis of Silica-Alumina Catalysts for Hydrocracking Reactions,Plagiarism was uploaded,2023-02-15 18:07:24,2023-02-15 18:07:24,Sriatun
2919,309,A Classification Model With Fuzzy Logic Approach In Predicting Netflix Stock Price Using Exponential Regression,Full Paper Progress 2 was Changed to <b>Passed</b>,2023-03-01 06:09:19,2023-03-01 06:09:19,Reviewer 2
2920,247,On Edge Irregular Total k-Labeling of Sierpinski Star Graph,Full Paper Revision Progress 1 was Changed to <b>Passed</b>,2023-03-01 06:13:26,2023-03-01 06:13:26,Reviewer 1
2921,247,On Edge Irregular Total k-Labeling of Sierpinski Star Graph,Full Paper Revision Progress 2 was Changed to <b>Passed</b>,2023-03-01 06:13:26,2023-03-01 06:13:26,Reviewer 2
2922,228,Chance-constrained Programming Approach for Optimizing the Performance of Domestic Wastewater Stabilization Ponds Under Uncertainty and Chance-based Policy: The Static Case,Full Paper Progress 2 was Changed to <b>Passed</b>,2023-03-01 06:14:54,2023-03-01 06:14:54,Reviewer 2
2923,258,"STABILITY ANALYSIS OF THE SVEIAQR MODEL OF THE SPREAD OF COVID-19 IN BANTEN, INDONESIA",Full Paper Progress 2 was Changed to <b>Passed</b>,2023-03-02 20:59:29,2023-03-02 20:59:29,Administrator
2924,308,Fuzzy Time Series-Markov Chain Forecasting with Particle Swarm Optimization Algorithm,Full Paper Progress 2 was Changed to <b>Passed</b>,2023-03-02 21:01:15,2023-03-02 21:01:15,Administrator
2925,307,Weighting Criteria Using Triangular Fuzzy Analytical Hierarchy Process (TF-AHP) Method with Modified Fuzzy Synthetic Extent,Full Paper Progress 2 was Changed to <b>Passed</b>,2023-03-02 21:02:04,2023-03-02 21:02:04,Administrator
2926,262,Henstock-Kurzweil Integral of The Approachable Function,Full Paper Progress 2 was Changed to <b>Revised</b>,2023-03-02 21:03:50,2023-03-02 21:03:50,Administrator
2927,230,Identification of SARS-CoV-2 B-cell Epitope with Fuzzy Decision Tree Model ,Full Paper Revision Progress 1 was Changed to <b>Passed</b>,2023-03-10 18:04:33,2023-03-10 18:04:33,Reviewer 1
2928,235,Bonferoni Mean Based Fuzzy K-Nearest Neighbours for Classification with Dimensional Reduction in Multiclass Data,Full Paper Revision Progress 1 was Changed to <b>Passed</b>,2023-03-10 18:08:58,2023-03-10 18:08:58,Reviewer 1
2929,230,Identification of SARS-CoV-2 B-cell Epitope with Fuzzy Decision Tree Model ,Full Paper Acceptance was Changed to <b>Yes</b>,2023-03-10 18:13:32,2023-03-10 18:13:32,Administrator
2930,235,Bonferoni Mean Based Fuzzy K-Nearest Neighbours for Classification with Dimensional Reduction in Multiclass Data,Full Paper Acceptance was Changed to <b>Yes</b>,2023-03-10 18:15:04,2023-03-10 18:15:04,Administrator
2931,236,Analysis of Breast Cancer Proteomes by Using Fuzzy Clustering by Local Approximation of Membership with Kernel PCA,Full Paper Acceptance was Changed to <b>No</b>,2023-03-10 18:16:46,2023-03-10 18:16:46,Administrator
2932,263,Controllability,Revised 2 Full Paper was uploaded,2023-03-11 17:00:58,2023-03-11 17:00:58,R. Heru Tjahjana
2933,224,Antibacterial,Revised Full Paper was uploaded,2023-03-11 19:23:15,2023-03-11 19:23:15,Anis Afifah
2934,226,Report,Revised Full Paper was uploaded,2023-03-11 19:24:48,2023-03-11 19:24:48,Anis Afifah
2935,263,Controllability of The Nonlinear Smoking Model ,Full Paper Acceptance was Changed to <b>Yes</b>,2023-03-15 19:42:31,2023-03-15 19:42:31,Administrator
2936,244, Time Series Forecasting of Crude Oil Price based on HighOrder Fuzzy Logical Relationship,Full Paper Progress 2 was Changed to <b>Passed</b>,2023-03-15 19:45:38,2023-03-15 19:45:38,Administrator
2937,302,"Effect of Variations of Time, pH, And NaCl Concentration on Aspirin Removal with Electrocoagulation Process",Full Paper Revision Progress 2 was Changed to <b>Passed</b>,2023-03-16 10:56:59,2023-03-16 10:56:59,Reviewer 2
2938,273,Effect of Silica Precursors on The Synthesis of Silica-Alumina Catalysts for Hydrocracking Reactions,Full Paper Revision Progress 1 was Changed to <b>Passed</b>,2023-03-16 10:58:58,2023-03-16 10:58:58,Reviewer 1
2939,273,Effect of Silica Precursors on The Synthesis of Silica-Alumina Catalysts for Hydrocracking Reactions,Full Paper Revision Progress 2 was Changed to <b>Passed</b>,2023-03-16 10:58:58,2023-03-16 10:58:58,Reviewer 2
2940,259,Energy Harvesting Stacked System-Coupled Multiple Yeast Microbial Fuel Cells for Enhanced Power Density,Full Paper Revision Progress 2 was Changed to <b>Passed</b>,2023-03-16 11:00:31,2023-03-16 11:00:31,Reviewer 2
2941,234,Effect of Activated Carbon and Lithium Titanate Ratio on Electrochemical Performance of Lithium Ion Battery Anodes,Full Paper Revision Progress 2 was Changed to <b>Passed</b>,2023-03-16 11:00:48,2023-03-16 11:00:48,Reviewer 2
